unidade;ano;mes;setor_centro_custo;leito_dia;leito_operacional_sem_extra
HJXXIII;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;900,0;900,0
HJXXIII;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA 2º ANDAR;300,0;300,0
HJXXIII;2021,0;4,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;270,0;270,0
HJXXIII;2021,0;4,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2021,0;4,0;UTI;1440,0;1440,0
HJXXIII;2021,0;4,0;UTI -  PEDIATRICO 2º ANDAR;265,0;210,0
HJXXIII;2021,0;5,0;PRONTO SOCORRO;2438,0;0,0
HJXXIII;2021,0;5,0;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;19,0;0,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1086,0;1085,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1070,0;1070,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;872,0;872,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA 2º ANDAR;20,0;20,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2021,0;5,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2021,0;5,0;UTI;1315,0;1315,0
HJXXIII;2021,0;5,0;UTI -  PEDIATRICO 2º ANDAR;273,0;217,0
HJXXIII;2021,0;6,0;PRONTO SOCORRO;2503,0;0,0
HJXXIII;2021,0;6,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2021,0;6,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1045,0;1045,0
HJXXIII;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;840,0;840,0
HJXXIII;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2021,0;6,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;270,0;270,0
HJXXIII;2021,0;6,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2021,0;6,0;UTI;1261,0;1261,0
HJXXIII;2021,0;6,0;UTI -  PEDIATRICO 2º ANDAR;285,0;210,0
HJXXIII;2021,0;7,0;PRONTO SOCORRO;3486,0;2080,0
HJXXIII;2021,0;7,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1087,0;1085,0
HJXXIII;2021,0;7,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1082,0;1080,0
HJXXIII;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;844,0;844,0
HJXXIII;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1087,0;1085,0
HJXXIII;2021,0;7,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2021,0;7,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2021,0;7,0;UTI;1302,0;1302,0
HJXXIII;2021,0;7,0;UTI -  PEDIATRICO 2º ANDAR;307,0;277,0
HJXXIII;2021,0;8,0;PRONTO SOCORRO;2587,0;1376,0
HJXXIII;2021,0;8,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2021,0;8,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1065,0;1065,0
HJXXIII;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;888,0;888,0
HJXXIII;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2021,0;8,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2021,0;8,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2021,0;8,0;UTI;1302,0;1302,0
HJXXIII;2021,0;8,0;UTI -  PEDIATRICO 2º ANDAR;310,0;310,0
HJXXIII;2021,0;9,0;PRONTO SOCORRO;2630,0;1140,0
HJXXIII;2021,0;9,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2021,0;9,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1050,0;1050,0
HJXXIII;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;870,0;870,0
HJXXIII;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2021,0;9,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;270,0;270,0
HJXXIII;2021,0;9,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2021,0;9,0;UTI;1260,0;1260,0
HJXXIII;2021,0;9,0;UTI -  PEDIATRICO 2º ANDAR;300,0;300,0
HJXXIII;2021,0;10,0;PRONTO SOCORRO;2678,0;1178,0
HJXXIII;2021,0;10,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2021,0;10,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1085,0;1085,0
HJXXIII;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;899,0;899,0
HJXXIII;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2021,0;10,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2021,0;10,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2021,0;10,0;UTI;1302,0;1302,0
HJXXIII;2021,0;10,0;UTI -  PEDIATRICO 2º ANDAR;310,0;310,0
HJXXIII;2021,0;11,0;PRONTO SOCORRO;2713,0;1140,0
HJXXIII;2021,0;11,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2021,0;11,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1050,0;1050,0
HJXXIII;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;870,0;870,0
HJXXIII;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2021,0;11,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;270,0;270,0
HJXXIII;2021,0;11,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2021,0;11,0;UTI;1260,0;1260,0
HJXXIII;2021,0;11,0;UTI -  PEDIATRICO 2º ANDAR;300,0;300,0
HJXXIII;2021,0;12,0;PRONTO SOCORRO;2940,0;1178,0
HJXXIII;2021,0;12,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2021,0;12,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1052,0;1052,0
HJXXIII;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;917,0;917,0
HJXXIII;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2021,0;12,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2021,0;12,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2021,0;12,0;UTI;1302,0;1302,0
HJXXIII;2021,0;12,0;UTI -  PEDIATRICO 2º ANDAR;310,0;310,0
HJXXIII;2022,0;1,0;PRONTO SOCORRO;3185,0;1178,0
HJXXIII;2022,0;1,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2022,0;1,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1023,0;1023,0
HJXXIII;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;913,0;913,0
HJXXIII;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2022,0;1,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2022,0;1,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2022,0;1,0;UTI;1300,0;1300,0
HJXXIII;2022,0;1,0;UTI -  PEDIATRICO 2º ANDAR;316,0;310,0
HJXXIII;2022,0;2,0;PRONTO SOCORRO;2509,0;1064,0
HJXXIII;2022,0;2,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;980,0;980,0
HJXXIII;2022,0;2,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;924,0;924,0
HJXXIII;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;672,0;672,0
HJXXIII;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;784,0;784,0
HJXXIII;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;980,0;980,0
HJXXIII;2022,0;2,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;252,0;252,0
HJXXIII;2022,0;2,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;672,0;672,0
HJXXIII;2022,0;2,0;UTI;1176,0;1176,0
HJXXIII;2022,0;2,0;UTI -  PEDIATRICO 2º ANDAR;372,0;280,0
HJXXIII;2022,0;3,0;PRONTO SOCORRO;2857,0;1178,0
HJXXIII;2022,0;3,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2022,0;3,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1023,0;1023,0
HJXXIII;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;882,0;882,0
HJXXIII;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2022,0;3,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2022,0;3,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2022,0;3,0;UTI;1309,0;1309,0
HJXXIII;2022,0;3,0;UTI -  PEDIATRICO 2º ANDAR;438,0;310,0
HJXXIII;2022,0;4,0;PRONTO SOCORRO;2793,0;1140,0
HJXXIII;2022,0;4,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2022,0;4,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;990,0;990,0
HJXXIII;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;870,0;870,0
HJXXIII;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2022,0;4,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;270,0;270,0
HJXXIII;2022,0;4,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2022,0;4,0;UTI;1263,0;1263,0
HJXXIII;2022,0;4,0;UTI -  PEDIATRICO 2º ANDAR;396,0;300,0
HJXXIII;2022,0;5,0;PRONTO SOCORRO;2620,0;1137,0
HJXXIII;2022,0;5,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2022,0;5,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1023,0;1023,0
HJXXIII;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;899,0;899,0
HJXXIII;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2022,0;5,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2022,0;5,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2022,0;5,0;UTI;1298,0;1298,0
HJXXIII;2022,0;5,0;UTI -  PEDIATRICO 2º ANDAR;310,0;310,0
HJXXIII;2022,0;6,0;PRONTO SOCORRO;2419,0;1080,0
HJXXIII;2022,0;6,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2022,0;6,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;990,0;990,0
HJXXIII;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;870,0;870,0
HJXXIII;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2022,0;6,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;270,0;270,0
HJXXIII;2022,0;6,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2022,0;6,0;UTI;1260,0;1260,0
HJXXIII;2022,0;6,0;UTI -  PEDIATRICO 2º ANDAR;300,0;300,0
HJXXIII;2022,0;7,0;PRONTO SOCORRO;2681,0;1110,0
HJXXIII;2022,0;7,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2022,0;7,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1023,0;1023,0
HJXXIII;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;899,0;899,0
HJXXIII;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2022,0;7,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2022,0;7,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2022,0;7,0;UTI;1302,0;1302,0
HJXXIII;2022,0;7,0;UTI -  PEDIATRICO 2º ANDAR;310,0;310,0
HJXXIII;2022,0;8,0;PRONTO SOCORRO;2573,0;1085,0
HJXXIII;2022,0;8,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2022,0;8,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1023,0;1023,0
HJXXIII;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;901,0;901,0
HJXXIII;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2022,0;8,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;260,0;260,0
HJXXIII;2022,0;8,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2022,0;8,0;UTI;1325,0;1325,0
HJXXIII;2022,0;8,0;UTI -  PEDIATRICO 2º ANDAR;340,0;310,0
HJXXIII;2022,0;9,0;PRONTO SOCORRO;2653,0;1050,0
HJXXIII;2022,0;9,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2022,0;9,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1042,0;1042,0
HJXXIII;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;870,0;870,0
HJXXIII;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2022,0;9,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;270,0;270,0
HJXXIII;2022,0;9,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2022,0;9,0;UTI;1259,0;1259,0
HJXXIII;2022,0;9,0;UTI -  PEDIATRICO 2º ANDAR;411,0;300,0
HJXXIII;2022,0;10,0;PRONTO SOCORRO;2911,0;1085,0
HJXXIII;2022,0;10,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2022,0;10,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1085,0;1085,0
HJXXIII;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;907,0;907,0
HJXXIII;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2022,0;10,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2022,0;10,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2022,0;10,0;UTI;1302,0;1302,0
HJXXIII;2022,0;10,0;UTI -  PEDIATRICO 2º ANDAR;416,0;310,0
HJXXIII;2022,0;11,0;PRONTO SOCORRO;2873,0;1050,0
HJXXIII;2022,0;11,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2022,0;11,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1050,0;1050,0
HJXXIII;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
HJXXIII;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;871,0;871,0
HJXXIII;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1050,0;1050,0
HJXXIII;2022,0;11,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;269,0;269,0
HJXXIII;2022,0;11,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;720,0;720,0
HJXXIII;2022,0;11,0;UTI;1260,0;1260,0
HJXXIII;2022,0;11,0;UTI -  PEDIATRICO 2º ANDAR;312,0;300,0
HJXXIII;2022,0;12,0;PRONTO SOCORRO;3004,0;1097,0
HJXXIII;2022,0;12,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2022,0;12,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1068,0;1068,0
HJXXIII;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;899,0;899,0
HJXXIII;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2022,0;12,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2022,0;12,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2022,0;12,0;UTI;1303,0;1303,0
HJXXIII;2022,0;12,0;UTI -  PEDIATRICO 2º ANDAR;310,0;310,0
HJXXIII;2023,0;1,0;PRONTO SOCORRO;2799,0;1147,0
HJXXIII;2023,0;1,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1085,0;1085,0
HJXXIII;2023,0;1,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;1023,0;1023,0
HJXXIII;2023,0;1,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;744,0;744,0
HJXXIII;2023,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;899,0;899,0
HJXXIII;2023,0;1,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1085,0;1085,0
HJXXIII;2023,0;1,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;279,0;279,0
HJXXIII;2023,0;1,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;744,0;744,0
HJXXIII;2023,0;1,0;UTI;1298,0;1298,0
HJXXIII;2023,0;1,0;UTI -  PEDIATRICO 2º ANDAR;310,0;310,0
HJXXIII;2023,0;2,0;PRONTO SOCORRO;2823,0;1036,0
HJXXIII;2023,0;2,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;980,0;980,0
HJXXIII;2023,0;2,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;924,0;924,0
HJXXIII;2023,0;2,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;672,0;672,0
HJXXIII;2023,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;812,0;812,0
HJXXIII;2023,0;2,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;980,0;980,0
HJXXIII;2023,0;2,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;231,0;231,0
HJXXIII;2023,0;2,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;672,0;672,0
HJXXIII;2023,0;2,0;UTI;1173,0;1173,0
HJXXIII;2023,0;2,0;UTI -  PEDIATRICO 2º ANDAR;280,0;280,0
HJXXIII;2023,0;3,0;PRONTO SOCORRO;3181,0;1074,0
HJXXIII;2023,0;3,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1015,0;1015,0
HJXXIII;2023,0;3,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;990,0;990,0
HJXXIII;2023,0;3,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;696,0;696,0
HJXXIII;2023,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;868,0;868,0
HJXXIII;2023,0;3,0;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;1015,0;1015,0
HJXXIII;2023,0;3,0;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;261,0;261,0
HJXXIII;2023,0;3,0;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;696,0;696,0
HJXXIII;2023,0;3,0;UTI;1211,0;1211,0
HJXXIII;2023,0;3,0;UTI -  PEDIATRICO 2º ANDAR;290,0;290,0
HJXXIII;2023,0;4,0;PRONTO SOCORRO;3034,0;1110,0
HJXXIII;2023,0;4,0;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;1050,0;1050,0
HJXXIII;2023,0;4,0;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;990,0;990,0
HJXXIII;2023,0;4,0;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;720,0;720,0
